original_index,review_text,review_text_processed,review_text_tokenized,polarity,rating,kfold_polarity,kfold_rating
10113,Tudo de bom amoo vocês minhas compras de Natal só com vocês obrigada bjbj feliz natal a toda equipe bjbjbj ..,tudo de bom amoo voces minhas compras de natal so com voces obrigada bjbj feliz natal a toda equipe bjbjbj ..,"['tudo', 'de', 'bom', 'amoo', 'voces', 'minhas', 'compras', 'de', 'natal', 'so', 'com', 'voces', 'obrigada', 'bjbj', 'feliz', 'natal', 'toda', 'equipe', 'bjbjbj']",1.0,5,10,10
50247,"produto de boa qualidade;somente dois fatores contra.1 o suporte para a base do bolo fica solto,corre o risco do bolo cair.2 alguns cortes de encaixe são finos demais,quase quebrei ao montar.","produto de boa qualidade;somente dois fatores contra.1 o suporte para a base do bolo fica solto,corre o risco do bolo cair.2 alguns cortes de encaixe sao finos demais,quase quebrei ao montar.","['produto', 'de', 'boa', 'qualidade', 'somente', 'dois', 'fatores', 'contra', 'suporte', 'para', 'base', 'do', 'bolo', 'fica', 'solto', 'corre', 'risco', 'do', 'bolo', 'cair', 'alguns', 'cortes', 'de', 'encaixe', 'sao', 'finos', 'demais', 'quase', 'quebrei', 'ao', 'montar']",1.0,4,10,10
30305,Ótimo produto.,otimo produto.,"['otimo', 'produto']",1.0,5,10,10
77446,O produto chegou muito antes do prazo estabelecido. Recomendo a loja.,o produto chegou muito antes do prazo estabelecido. recomendo a loja.,"['produto', 'chegou', 'muito', 'antes', 'do', 'prazo', 'estabelecido', 'recomendo', 'loja']",1.0,5,10,10
29248,"Produto de ótima qualidade, linda exatamente como na foto. Ficou perfeita. Amei. Recomendo a todos","produto de otima qualidade, linda exatamente como na foto. ficou perfeita. amei. recomendo a todos","['produto', 'de', 'otima', 'qualidade', 'linda', 'exatamente', 'como', 'na', 'foto', 'ficou', 'perfeita', 'amei', 'recomendo', 'todos']",1.0,5,10,10
83732,Excelente produto.,excelente produto.,"['excelente', 'produto']",1.0,5,10,10
199,Ainda não tive a oportunidade de testar,ainda nao tive a oportunidade de testar,"['ainda', 'nao', 'tive', 'oportunidade', 'de', 'testar']",1.0,5,10,10
69089,Estou satisfeita ,estou satisfeita ,"['estou', 'satisfeita']",1.0,4,10,10
99682,O produto veio com furos errado para montagem. Infelizmente a cadeira não vai durar 3 meses de uso. Não compro mais produtos para montar na internet mais.,o produto veio com furos errado para montagem. infelizmente a cadeira nao vai durar 3 meses de uso. nao compro mais produtos para montar na internet mais.,"['produto', 'veio', 'com', 'furos', 'errado', 'para', 'montagem', 'infelizmente', 'cadeira', 'nao', 'vai', 'durar', 'meses', 'de', 'uso', 'nao', 'compro', 'mais', 'produtos', 'para', 'montar', 'na', 'internet', 'mais']",0.0,1,10,10
2018,Otima loja,otima loja,"['otima', 'loja']",1.0,5,10,10
91079,"Eu ainda não montei as araras, mas aparentemente, são muito boas. Elas são enormes. Eu achei que vale muito à pena. ","eu ainda nao montei as araras, mas aparentemente, sao muito boas. elas sao enormes. eu achei que vale muito a pena. ","['eu', 'ainda', 'nao', 'montei', 'as', 'araras', 'mas', 'aparentemente', 'sao', 'muito', 'boas', 'elas', 'sao', 'enormes', 'eu', 'achei', 'que', 'vale', 'muito', 'pena']",1.0,5,10,10
13837,Achei um pouco menor do q o esperado mas quanto ao vendedor tudo ok,achei um pouco menor do q o esperado mas quanto ao vendedor tudo ok,"['achei', 'um', 'pouco', 'menor', 'do', 'esperado', 'mas', 'quanto', 'ao', 'vendedor', 'tudo', 'ok']",1.0,5,10,10
86444,Comprei outros produtos e não tive problemas acredito que foi a falta do produto no estoque,comprei outros produtos e nao tive problemas acredito que foi a falta do produto no estoque,"['comprei', 'outros', 'produtos', 'nao', 'tive', 'problemas', 'acredito', 'que', 'foi', 'falta', 'do', 'produto', 'no', 'estoque']",0.0,2,10,10
49992,Sou cliente. Recomendo.,sou cliente. recomendo.,"['sou', 'cliente', 'recomendo']",1.0,5,10,10
41025,Recebi o produto incompleto!! Realizei a compra de.2 portas-retratos e no entanto só veio 1 porta retrato no pacote. Estou tentando entrar em contato com lannister . com e não consigo resolver.,recebi o produto incompleto!! realizei a compra de.2 portas-retratos e no entanto so veio 1 porta retrato no pacote. estou tentando entrar em contato com lannister . com e nao consigo resolver.,"['recebi', 'produto', 'incompleto', 'realizei', 'compra', 'de', 'portas', 'retratos', 'no', 'entanto', 'so', 'veio', 'porta', 'retrato', 'no', 'pacote', 'estou', 'tentando', 'entrar', 'em', 'contato', 'com', 'lannister', 'com', 'nao', 'consigo', 'resolver']",0.0,1,10,10
64175,Até o momento não foi entregue.,ate o momento nao foi entregue.,"['ate', 'momento', 'nao', 'foi', 'entregue']",0.0,1,10,10
57851,Entregue muito antes do combinado. ,entregue muito antes do combinado. ,"['entregue', 'muito', 'antes', 'do', 'combinado']",1.0,5,10,10
90651,Produto diferente da foto. ,produto diferente da foto. ,"['produto', 'diferente', 'da', 'foto']",0.0,1,10,10
5021,Entrega antes do prazo. Muito bom,entrega antes do prazo. muito bom,"['entrega', 'antes', 'do', 'prazo', 'muito', 'bom']",1.0,5,10,10
73107,Gostei fácil de usar super leve.,gostei facil de usar super leve.,"['gostei', 'facil', 'de', 'usar', 'super', 'leve']",1.0,5,10,10
31311,"Ainda não consegui montar a cadeira, estou aguardando conseguir alguém para montar. Fora isso, está tudo certo, o produto chegou no prazo. ","ainda nao consegui montar a cadeira, estou aguardando conseguir alguem para montar. fora isso, esta tudo certo, o produto chegou no prazo. ","['ainda', 'nao', 'consegui', 'montar', 'cadeira', 'estou', 'aguardando', 'conseguir', 'alguem', 'para', 'montar', 'fora', 'isso', 'esta', 'tudo', 'certo', 'produto', 'chegou', 'no', 'prazo']",,3,-1,10
62295,Gostei do atendimento porém recebi apenas uma unidade das duas compradas aguardo solução do problema obrigado,gostei do atendimento porem recebi apenas uma unidade das duas compradas aguardo solucao do problema obrigado,"['gostei', 'do', 'atendimento', 'porem', 'recebi', 'apenas', 'uma', 'unidade', 'das', 'duas', 'compradas', 'aguardo', 'solucao', 'do', 'problema', 'obrigado']",,3,-1,10
18149," Estou muito satisfeita com a compra e entrega nota 10."," estou muito satisfeita com a compra e entrega nota 10.","['estou', 'muito', 'satisfeita', 'com', 'compra', 'entrega', 'nota', '10']",1.0,5,10,10
69102,"O produto chegou dentro do prazo, bem embalado, 
A descrição não era muito clara e detalhada, então fiquei contente em perceber que o produto era mais legal do que eu tinha imaginado que seria.","o produto chegou dentro do prazo, bem embalado, 
a descricao nao era muito clara e detalhada, entao fiquei contente em perceber que o produto era mais legal do que eu tinha imaginado que seria.","['produto', 'chegou', 'dentro', 'do', 'prazo', 'bem', 'embalado', 'descricao', 'nao', 'era', 'muito', 'clara', 'detalhada', 'entao', 'fiquei', 'contente', 'em', 'perceber', 'que', 'produto', 'era', 'mais', 'legal', 'do', 'que', 'eu', 'tinha', 'imaginado', 'que', 'seria']",1.0,4,10,10
1956,O produto chegou no prazo e em perfeitas condições!,o produto chegou no prazo e em perfeitas condicoes!,"['produto', 'chegou', 'no', 'prazo', 'em', 'perfeitas', 'condicoes']",1.0,4,10,10
2169,Muito bom,muito bom,"['muito', 'bom']",1.0,5,10,10
34864,Dentro das expectativas,dentro das expectativas,"['dentro', 'das', 'expectativas']",,3,-1,10
45869,"A entrega foi muito rápido, quanto a cortina e boa gostei muito recomendo.","a entrega foi muito rapido, quanto a cortina e boa gostei muito recomendo.","['entrega', 'foi', 'muito', 'rapido', 'quanto', 'cortina', 'boa', 'gostei', 'muito', 'recomendo']",1.0,5,10,10
95171,"Recebi anteontem um unico pacote de pregadores (10 unidades), veio embrulhado, e naquela embalagem não caberia 2 pacotes de pregadores (total de 20 unidades). Vou fazer a reclamação às lannister.","recebi anteontem um unico pacote de pregadores (10 unidades), veio embrulhado, e naquela embalagem nao caberia 2 pacotes de pregadores (total de 20 unidades). vou fazer a reclamacao as lannister.","['recebi', 'anteontem', 'um', 'unico', 'pacote', 'de', 'pregadores', '10', 'unidades', 'veio', 'embrulhado', 'naquela', 'embalagem', 'nao', 'caberia', 'pacotes', 'de', 'pregadores', 'total', 'de', '20', 'unidades', 'vou', 'fazer', 'reclamacao', 'as', 'lannister']",0.0,1,10,10
90279,"Excelente qualidade dos adesivos, entrega super rápida! 
Recomendo para quem deseja deixar o quarto dos filhotes mais divertido e colorido!","excelente qualidade dos adesivos, entrega super rapida! 
recomendo para quem deseja deixar o quarto dos filhotes mais divertido e colorido!","['excelente', 'qualidade', 'dos', 'adesivos', 'entrega', 'super', 'rapida', 'recomendo', 'para', 'quem', 'deseja', 'deixar', 'quarto', 'dos', 'filhotes', 'mais', 'divertido', 'colorido']",1.0,5,10,10
9470,Entregou antes do prazo,entregou antes do prazo,"['entregou', 'antes', 'do', 'prazo']",1.0,5,10,10
49935,Muito bom,muito bom,"['muito', 'bom']",1.0,5,10,10
51772,"O site stark dificilmente atrasa sua entregas, por esta razão será sempre recomendado por mim.","o site stark dificilmente atrasa sua entregas, por esta razao sera sempre recomendado por mim.","['site', 'stark', 'dificilmente', 'atrasa', 'sua', 'entregas', 'por', 'esta', 'razao', 'sera', 'sempre', 'recomendado', 'por', 'mim']",1.0,5,10,10
21295,Boa loja recomendável ,boa loja recomendavel ,"['boa', 'loja', 'recomendavel']",1.0,5,10,10
93684,'entrega feita dentro do prazo,'entrega feita dentro do prazo,"['entrega', 'feita', 'dentro', 'do', 'prazo']",1.0,5,10,10
53587,"recebi o produto porém não foi o que eu comprei.
Comprei 400g e só recebi 200g
reclamaçao protocolo 2517060176661","recebi o produto porem nao foi o que eu comprei.
comprei 400g e so recebi 200g
reclamacao protocolo 2517060176661","['recebi', 'produto', 'porem', 'nao', 'foi', 'que', 'eu', 'comprei', 'comprei', '400g', 'so', 'recebi', '200g', 'reclamacao', 'protocolo', '2517060176661']",0.0,1,10,10
71417,"Solicitei e paguei por 2 toner, recebi somente 1. Quero o toner ou o valor pago a mais!","solicitei e paguei por 2 toner, recebi somente 1. quero o toner ou o valor pago a mais!","['solicitei', 'paguei', 'por', 'toner', 'recebi', 'somente', 'quero', 'toner', 'ou', 'valor', 'pago', 'mais']",0.0,2,10,10
5948,Me entregaram so uma prateleira... E eu paguei por tres!!! Liguei parw reclamar e ate agora nada...,me entregaram so uma prateleira... e eu paguei por tres!!! liguei parw reclamar e ate agora nada...,"['me', 'entregaram', 'so', 'uma', 'prateleira', 'eu', 'paguei', 'por', 'tres', 'liguei', 'parw', 'reclamar', 'ate', 'agora', 'nada']",0.0,1,10,10
9865,ok,ok,['ok'],1.0,4,10,10
31212,"Tapete é fino, mas bonito","tapete e fino, mas bonito","['tapete', 'fino', 'mas', 'bonito']",1.0,4,10,10
77812,"Comprei um carregador veicular da Belkin, porém, ao ligar no veiculo pela primeira vez queimou o carregador e a tomada do veículo. ","comprei um carregador veicular da belkin, porem, ao ligar no veiculo pela primeira vez queimou o carregador e a tomada do veiculo. ","['comprei', 'um', 'carregador', 'veicular', 'da', 'belkin', 'porem', 'ao', 'ligar', 'no', 'veiculo', 'pela', 'primeira', 'vez', 'queimou', 'carregador', 'tomada', 'do', 'veiculo']",0.0,1,10,10
78925,"Não foi enviado o pedido completo, somente uma parte ","nao foi enviado o pedido completo, somente uma parte ","['nao', 'foi', 'enviado', 'pedido', 'completo', 'somente', 'uma', 'parte']",0.0,1,10,10
83742,"Sou praticante de patins inline vertical. Sempre fui fã da marca.
O produto é robusto com acabamento excelente e design moderno e Bonito.
Ps: recebi totalmente configurado pronto para o uso.. Obriga","sou praticante de patins inline vertical. sempre fui fa da marca.
o produto e robusto com acabamento excelente e design moderno e bonito.
ps: recebi totalmente configurado pronto para o uso.. obriga","['sou', 'praticante', 'de', 'patins', 'inline', 'vertical', 'sempre', 'fui', 'fa', 'da', 'marca', 'produto', 'robusto', 'com', 'acabamento', 'excelente', 'design', 'moderno', 'bonito', 'ps', 'recebi', 'totalmente', 'configurado', 'pronto', 'para', 'uso', 'obriga']",1.0,5,10,10
86770,Recebi em 5 dias e achei a cortina bem bonita. Recomendo. ,recebi em 5 dias e achei a cortina bem bonita. recomendo. ,"['recebi', 'em', 'dias', 'achei', 'cortina', 'bem', 'bonita', 'recomendo']",1.0,5,10,10
55128,"Por favor, peço que chequem o porque do produto não ter sido entregue.","por favor, peco que chequem o porque do produto nao ter sido entregue.","['por', 'favor', 'peco', 'que', 'chequem', 'porque', 'do', 'produto', 'nao', 'ter', 'sido', 'entregue']",0.0,1,10,10
15326,"Produto original, entrega rápida e bom preço!!!","produto original, entrega rapida e bom preco!!!","['produto', 'original', 'entrega', 'rapida', 'bom', 'preco']",1.0,5,10,10
29978,Muito bem atendido,muito bem atendido,"['muito', 'bem', 'atendido']",1.0,5,10,10
74393,Comprarei outras vezes,comprarei outras vezes,"['comprarei', 'outras', 'vezes']",1.0,5,10,10
70789,"Excelente produto, recomendo a todos","excelente produto, recomendo a todos","['excelente', 'produto', 'recomendo', 'todos']",1.0,5,10,10
42823,Nunca comprei um produto na americana q demorasse tanto!,nunca comprei um produto na americana q demorasse tanto!,"['nunca', 'comprei', 'um', 'produto', 'na', 'americana', 'demorasse', 'tanto']",0.0,1,10,10
7527,"Belezinha 
Recomendo","belezinha 
recomendo","['belezinha', 'recomendo']",1.0,5,10,10
852,Não recebi o jogo na cor tabaco. Só o vermelho. ,nao recebi o jogo na cor tabaco. so o vermelho. ,"['nao', 'recebi', 'jogo', 'na', 'cor', 'tabaco', 'so', 'vermelho']",0.0,1,10,10
16021,Recebido no prazo. Produto como anunciado.,recebido no prazo. produto como anunciado.,"['recebido', 'no', 'prazo', 'produto', 'como', 'anunciado']",1.0,5,10,10
49844,Ótimo produto é boa qualidade.... indico para todos comprar hein,otimo produto e boa qualidade.... indico para todos comprar hein,"['otimo', 'produto', 'boa', 'qualidade', 'indico', 'para', 'todos', 'comprar', 'hein']",1.0,5,10,10
98134,otimo,otimo,['otimo'],1.0,5,10,10
42383,"Ainda não recebi o produto, ia mandar mensagem hoje mesmo para saber o que aconteceu, apesar do atraso sempre recebi em dias meus produtos, esse foi o 1° por isso ainda recomendo. ","ainda nao recebi o produto, ia mandar mensagem hoje mesmo para saber o que aconteceu, apesar do atraso sempre recebi em dias meus produtos, esse foi o 1° por isso ainda recomendo. ","['ainda', 'nao', 'recebi', 'produto', 'ia', 'mandar', 'mensagem', 'hoje', 'mesmo', 'para', 'saber', 'que', 'aconteceu', 'apesar', 'do', 'atraso', 'sempre', 'recebi', 'em', 'dias', 'meus', 'produtos', 'esse', 'foi', 'por', 'isso', 'ainda', 'recomendo']",0.0,1,10,10
54781,Vou precisar trocar o produto porque a cor da lâmpada está errada.,vou precisar trocar o produto porque a cor da lampada esta errada.,"['vou', 'precisar', 'trocar', 'produto', 'porque', 'cor', 'da', 'lampada', 'esta', 'errada']",0.0,2,10,10
9181,Muito satisfeita. Entrega muito rápida,muito satisfeita. entrega muito rapida,"['muito', 'satisfeita', 'entrega', 'muito', 'rapida']",1.0,5,10,10
9938,"Sempre compro na stark e as entregas sempre são na data prevista, as vezes ate chega antes","sempre compro na stark e as entregas sempre sao na data prevista, as vezes ate chega antes","['sempre', 'compro', 'na', 'stark', 'as', 'entregas', 'sempre', 'sao', 'na', 'data', 'prevista', 'as', 'vezes', 'ate', 'chega', 'antes']",1.0,5,10,10
3361,"Decepcionado, espelho de baixa qualidade","decepcionado, espelho de baixa qualidade","['decepcionado', 'espelho', 'de', 'baixa', 'qualidade']",0.0,2,10,10
86156,Entregouno prazo. Reco.endo,entregouno prazo. reco.endo,"['entregouno', 'prazo', 'reco', 'endo']",1.0,5,10,10
45493,Poderia ter chegado antes!!!!,poderia ter chegado antes!!!!,"['poderia', 'ter', 'chegado', 'antes']",,3,-1,10
28314,produto foi entregue no prazo e perfeito. nota 08,produto foi entregue no prazo e perfeito. nota 08,"['produto', 'foi', 'entregue', 'no', 'prazo', 'perfeito', 'nota', '08']",1.0,4,10,10
88683,Eu sastifeita com meu produto. Recibi corretamente. Antes do prazo. ,eu sastifeita com meu produto. recibi corretamente. antes do prazo. ,"['eu', 'sastifeita', 'com', 'meu', 'produto', 'recibi', 'corretamente', 'antes', 'do', 'prazo']",1.0,4,10,10
64978,Entrega rápido,entrega rapido,"['entrega', 'rapido']",1.0,5,10,10
33991,"Recebi na mesma semana da compra, muito rápido. Recomendo a stark e a parceira, excelentes, agora é aguardar o instalador para ver se está tudo ok com os equipamentos, obrigado.","recebi na mesma semana da compra, muito rapido. recomendo a stark e a parceira, excelentes, agora e aguardar o instalador para ver se esta tudo ok com os equipamentos, obrigado.","['recebi', 'na', 'mesma', 'semana', 'da', 'compra', 'muito', 'rapido', 'recomendo', 'stark', 'parceira', 'excelentes', 'agora', 'aguardar', 'instalador', 'para', 'ver', 'se', 'esta', 'tudo', 'ok', 'com', 'os', 'equipamentos', 'obrigado']",1.0,5,10,10
51715,Comprei a capinha do moto Z2 e a capinha que chegou foi no moto Z,comprei a capinha do moto z2 e a capinha que chegou foi no moto z,"['comprei', 'capinha', 'do', 'moto', 'z2', 'capinha', 'que', 'chegou', 'foi', 'no', 'moto']",,3,-1,10
96766,O Produto demorou muito para ser entregue!! So esse detalhe .,o produto demorou muito para ser entregue!! so esse detalhe .,"['produto', 'demorou', 'muito', 'para', 'ser', 'entregue', 'so', 'esse', 'detalhe']",,3,-1,10
32543,"Não estalei ainda aparentemente é muito bonito, só vou poder dizer da qualidade quando for instalar,, por enquanto satisfeita .","nao estalei ainda aparentemente e muito bonito, so vou poder dizer da qualidade quando for instalar,, por enquanto satisfeita .","['nao', 'estalei', 'ainda', 'aparentemente', 'muito', 'bonito', 'so', 'vou', 'poder', 'dizer', 'da', 'qualidade', 'quando', 'for', 'instalar', 'por', 'enquanto', 'satisfeita']",1.0,5,10,10
95498,Muito bom o site,muito bom o site,"['muito', 'bom', 'site']",1.0,5,10,10
849,ótimo,otimo,['otimo'],1.0,5,10,10
14093,Produto Boa qualidade atendeu minha expectativa . Chegou antes do praso combinado . Eu recomendo ,produto boa qualidade atendeu minha expectativa . chegou antes do praso combinado . eu recomendo ,"['produto', 'boa', 'qualidade', 'atendeu', 'minha', 'expectativa', 'chegou', 'antes', 'do', 'praso', 'combinado', 'eu', 'recomendo']",1.0,4,10,10
64853,"Produto muito bom, porém a entrega muito demorada. Passou do prazo","produto muito bom, porem a entrega muito demorada. passou do prazo","['produto', 'muito', 'bom', 'porem', 'entrega', 'muito', 'demorada', 'passou', 'do', 'prazo']",1.0,4,10,10
75195,Vcs estao de parabens,vcs estao de parabens,"['vcs', 'estao', 'de', 'parabens']",1.0,5,10,10
44280,Tudo certo com a compra. O produto chegou e funcionou direitinho. Só acho que poderiam enviar por carta registrada que sai bem mais barato o frete.,tudo certo com a compra. o produto chegou e funcionou direitinho. so acho que poderiam enviar por carta registrada que sai bem mais barato o frete.,"['tudo', 'certo', 'com', 'compra', 'produto', 'chegou', 'funcionou', 'direitinho', 'so', 'acho', 'que', 'poderiam', 'enviar', 'por', 'carta', 'registrada', 'que', 'sai', 'bem', 'mais', 'barato', 'frete']",1.0,5,10,10
97919,Só achei muito pequeno e a grama MUITO ruim,so achei muito pequeno e a grama muito ruim,"['so', 'achei', 'muito', 'pequeno', 'grama', 'muito', 'ruim']",1.0,5,10,10
31538,Pessima está loja não enttaga o produto,pessima esta loja nao enttaga o produto,"['pessima', 'esta', 'loja', 'nao', 'enttaga', 'produto']",0.0,1,10,10
70473,"Não recebi o produto até hoje dia 28-03-18. Mais fico aguardando uma solução. Não sei se houve algum problema na entrega, ou nos Correios ","nao recebi o produto ate hoje dia 28-03-18. mais fico aguardando uma solucao. nao sei se houve algum problema na entrega, ou nos correios ","['nao', 'recebi', 'produto', 'ate', 'hoje', 'dia', '28', '03', '18', 'mais', 'fico', 'aguardando', 'uma', 'solucao', 'nao', 'sei', 'se', 'houve', 'algum', 'problema', 'na', 'entrega', 'ou', 'nos', 'correios']",1.0,5,10,10
59711,Muito bom. Produto entregue bem antes do prazo. Estou muito satisfeito.,muito bom. produto entregue bem antes do prazo. estou muito satisfeito.,"['muito', 'bom', 'produto', 'entregue', 'bem', 'antes', 'do', 'prazo', 'estou', 'muito', 'satisfeito']",1.0,5,10,10
52377,Excelente meu esposo amo ,excelente meu esposo amo ,"['excelente', 'meu', 'esposo', 'amo']",1.0,5,10,10
987,Entrega uma dia antes do previsto,entrega uma dia antes do previsto,"['entrega', 'uma', 'dia', 'antes', 'do', 'previsto']",1.0,4,10,10
9046,Chegou no prazo e o produto de boa qualidade!,chegou no prazo e o produto de boa qualidade!,"['chegou', 'no', 'prazo', 'produto', 'de', 'boa', 'qualidade']",1.0,4,10,10
32453,"Chegou em bom estado, encaixou muito bem no celular, capinha muito bonita e fina, recomendo!!!","chegou em bom estado, encaixou muito bem no celular, capinha muito bonita e fina, recomendo!!!","['chegou', 'em', 'bom', 'estado', 'encaixou', 'muito', 'bem', 'no', 'celular', 'capinha', 'muito', 'bonita', 'fina', 'recomendo']",1.0,5,10,10
15381,"o produto chegou bem antes do prazo, da maneira que eu imaginava..parabéns","o produto chegou bem antes do prazo, da maneira que eu imaginava..parabens","['produto', 'chegou', 'bem', 'antes', 'do', 'prazo', 'da', 'maneira', 'que', 'eu', 'imaginava', 'parabens']",1.0,5,10,10
27662,"Uma compra simples, e uma entrega dentro do prazo esperado. O produto parece de boa qualidade. Com mais dias de uso, claro, poderia dar uma opinião mais adequada.","uma compra simples, e uma entrega dentro do prazo esperado. o produto parece de boa qualidade. com mais dias de uso, claro, poderia dar uma opiniao mais adequada.","['uma', 'compra', 'simples', 'uma', 'entrega', 'dentro', 'do', 'prazo', 'esperado', 'produto', 'parece', 'de', 'boa', 'qualidade', 'com', 'mais', 'dias', 'de', 'uso', 'claro', 'poderia', 'dar', 'uma', 'opiniao', 'mais', 'adequada']",1.0,4,10,10
32498,so demorou um pouco mais valeu,so demorou um pouco mais valeu,"['so', 'demorou', 'um', 'pouco', 'mais', 'valeu']",,3,-1,10
42993,"Nao gostei do produto. As toalhas sao muito finas, nao enxugam!!! Infelizmente vou pensar se vale a pena comprar pela internet sem manusear o produto, principalmente toalhas de banho.","nao gostei do produto. as toalhas sao muito finas, nao enxugam!!! infelizmente vou pensar se vale a pena comprar pela internet sem manusear o produto, principalmente toalhas de banho.","['nao', 'gostei', 'do', 'produto', 'as', 'toalhas', 'sao', 'muito', 'finas', 'nao', 'enxugam', 'infelizmente', 'vou', 'pensar', 'se', 'vale', 'pena', 'comprar', 'pela', 'internet', 'sem', 'manusear', 'produto', 'principalmente', 'toalhas', 'de', 'banho']",0.0,1,10,10
12514,Coloquei que não foi entregue por que eu que tive q ir buscar. Eles não entregam na minha casa... E outra uma semana de uso o fone já está dando problemas!,coloquei que nao foi entregue por que eu que tive q ir buscar. eles nao entregam na minha casa... e outra uma semana de uso o fone ja esta dando problemas!,"['coloquei', 'que', 'nao', 'foi', 'entregue', 'por', 'que', 'eu', 'que', 'tive', 'ir', 'buscar', 'eles', 'nao', 'entregam', 'na', 'minha', 'casa', 'outra', 'uma', 'semana', 'de', 'uso', 'fone', 'ja', 'esta', 'dando', 'problemas']",0.0,1,10,10
48207,Excelente parceiro ,excelente parceiro ,"['excelente', 'parceiro']",1.0,5,10,10
84711,estou agradecido pelo o produto ,estou agradecido pelo o produto ,"['estou', 'agradecido', 'pelo', 'produto']",1.0,5,10,10
17575,"O produto foi entregue antecipado, custo beneficio muito bom.","o produto foi entregue antecipado, custo beneficio muito bom.","['produto', 'foi', 'entregue', 'antecipado', 'custo', 'beneficio', 'muito', 'bom']",1.0,4,10,10
29108,o manual veio danificado,o manual veio danificado,"['manual', 'veio', 'danificado']",1.0,4,10,10
54448,Parabéns entrega super rápido... amei,parabens entrega super rapido... amei,"['parabens', 'entrega', 'super', 'rapido', 'amei']",1.0,5,10,10
31424,"Gostei muito,acabamento bom,cor bonita so o tamanho que é maior que eu pensava","gostei muito,acabamento bom,cor bonita so o tamanho que e maior que eu pensava","['gostei', 'muito', 'acabamento', 'bom', 'cor', 'bonita', 'so', 'tamanho', 'que', 'maior', 'que', 'eu', 'pensava']",1.0,4,10,10
34076,"O controle recebido funciona mas é diferente do da foto do anúncio, menor e feio.","o controle recebido funciona mas e diferente do da foto do anuncio, menor e feio.","['controle', 'recebido', 'funciona', 'mas', 'diferente', 'do', 'da', 'foto', 'do', 'anuncio', 'menor', 'feio']",0.0,2,10,10
88501,"PRODUTO COM EMBALAGEM RASGADA, O COMBINADO ERA RECEBER E TIVE QUE IR ATÉ UMA AGENCIA DO CORREIO PARA RETIRAR DEVIDO O EMBALAGEM E AINDA PROCURAR LUGAR PARA TIRAR COPIA DE DOCUMENTO E PAGAR PELA COPIA.","produto com embalagem rasgada, o combinado era receber e tive que ir ate uma agencia do correio para retirar devido o embalagem e ainda procurar lugar para tirar copia de documento e pagar pela copia.","['produto', 'com', 'embalagem', 'rasgada', 'combinado', 'era', 'receber', 'tive', 'que', 'ir', 'ate', 'uma', 'agencia', 'do', 'correio', 'para', 'retirar', 'devido', 'embalagem', 'ainda', 'procurar', 'lugar', 'para', 'tirar', 'copia', 'de', 'documento', 'pagar', 'pela', 'copia']",,3,-1,10
79199,Produto ok prazo ok satisfeito!,produto ok prazo ok satisfeito!,"['produto', 'ok', 'prazo', 'ok', 'satisfeito']",1.0,4,10,10
75561,"Ótimo produto, entrega muita rápida. E fácil escalação ","otimo produto, entrega muita rapida. e facil escalacao ","['otimo', 'produto', 'entrega', 'muita', 'rapida', 'facil', 'escalacao']",1.0,5,10,10
57132," Tive problema com a retirada do produto no correio. Assim o produto voltou a loja e estou aguardando se irão reenviar novamente. "," tive problema com a retirada do produto no correio. assim o produto voltou a loja e estou aguardando se irao reenviar novamente. ","['tive', 'problema', 'com', 'retirada', 'do', 'produto', 'no', 'correio', 'assim', 'produto', 'voltou', 'loja', 'estou', 'aguardando', 'se', 'irao', 'reenviar', 'novamente']",0.0,1,10,10
8173,A entrega foi antes do prazo em compensação achei o cabo e conectores da antena de baixa qualidade,a entrega foi antes do prazo em compensacao achei o cabo e conectores da antena de baixa qualidade,"['entrega', 'foi', 'antes', 'do', 'prazo', 'em', 'compensacao', 'achei', 'cabo', 'conectores', 'da', 'antena', 'de', 'baixa', 'qualidade']",1.0,4,10,10
29559,"Estou muito satisfeito com o meu produto que comprei pra minha filha , chegou antes do prazo previsto muito bom msm esse loja.","estou muito satisfeito com o meu produto que comprei pra minha filha , chegou antes do prazo previsto muito bom msm esse loja.","['estou', 'muito', 'satisfeito', 'com', 'meu', 'produto', 'que', 'comprei', 'pra', 'minha', 'filha', 'chegou', 'antes', 'do', 'prazo', 'previsto', 'muito', 'bom', 'msm', 'esse', 'loja']",1.0,5,10,10
96700,Não recebi a bateria. Será que foi extraviada? No status do baratheon está como que foi entregue. Mas não foi até o momento.,nao recebi a bateria. sera que foi extraviada? no status do baratheon esta como que foi entregue. mas nao foi ate o momento.,"['nao', 'recebi', 'bateria', 'sera', 'que', 'foi', 'extraviada', 'no', 'status', 'do', 'baratheon', 'esta', 'como', 'que', 'foi', 'entregue', 'mas', 'nao', 'foi', 'ate', 'momento']",,3,-1,10
14643,Entrega antes do final do prazo.,entrega antes do final do prazo.,"['entrega', 'antes', 'do', 'final', 'do', 'prazo']",1.0,5,10,10
93190,"Ainda em fase experimental, porém já sinto efeitos dele! Não ando mais cansado ","ainda em fase experimental, porem ja sinto efeitos dele! nao ando mais cansado ","['ainda', 'em', 'fase', 'experimental', 'porem', 'ja', 'sinto', 'efeitos', 'dele', 'nao', 'ando', 'mais', 'cansado']",1.0,4,10,10
85308,"Excelente serviço, tempo de entrega e qualidade","excelente servico, tempo de entrega e qualidade","['excelente', 'servico', 'tempo', 'de', 'entrega', 'qualidade']",1.0,5,10,10
